time_step,sensor_1,sensor_1_mean,sensor_1_std,sensor_1_centroid
0,30,00,00,00
1,24,00,00,00
2,27,00,00,00
3,30,00,00,00
4,30,00,00,00
5,30,00,00,00
6,33,00,00,00
7,37,00,00,00
8,25,00,00,00
9,23,00,00,00
10,25,00,00,00
11,27,00,00,00
12,27,00,00,00
13,30,00,00,00
14,32,00,00,00
15,30,00,00,00
16,28,00,00,00
17,30,00,00,00
18,30,00,00,00
19,27,00,00,00
20,23,00,00,00
21,25,00,00,00
22,29,00,00,00
23,29,00,00,00
24,23,00,00,00
25,23,00,00,00
26,29,00,00,00
27,29,00,00,00
28,25,00,00,00
29,21,28,14,00
30,18,27,16,00
31,11,27,21,00
32,10,26,25,00
33,08,26,29,00
34,12,25,30,00
35,19,25,31,00
36,27,24,30,00
37,27,24,28,00
38,23,24,28,00
39,24,24,28,00
40,26,24,28,00
41,36,24,29,00
42,46,25,34,01
43,43,25,37,01
44,42,26,39,01
45,44,26,42,01
46,49,27,46,01
47,50,28,50,01
48,52,28,54,01
49,55,29,58,01
50,64,31,65,01
51,58,32,69,01
52,56,33,72,01
53,59,34,75,01
54,63,35,78,01
55,61,36,81,01
56,59,37,83,01
57,56,38,84,01
58,55,39,84,01
59,52,40,83,01
60,50,41,81,01
61,53,43,77,01
62,60,44,73,01
63,61,46,67,01
64,55,47,61,01
65,52,49,56,02
66,53,49,53,02
67,52,50,49,02
68,49,51,43,02
69,49,52,36,02
70,51,53,29,02
71,51,53,25,02
72,49,53,25,02
73,49,54,23,02
74,51,54,21,02
75,54,54,19,02
76,56,54,19,02
77,52,55,19,02
78,49,54,19,02
79,49,54,20,02
80,49,54,18,02
81,50,53,18,02
82,50,53,18,02
83,43,53,20,02
84,49,52,18,02
85,49,52,17,02
86,51,51,16,02
87,53,51,15,02
88,51,51,15,02
89,48,51,15,01
90,49,51,15,01
91,53,51,15,01
92,50,51,13,01
93,49,50,10,01
94,50,50,10,01
95,50,50,10,01
96,46,50,10,01
97,50,50,10,01
98,55,50,10,01
99,50,50,10,01
100,47,50,11,01
101,48,50,11,01
102,49,50,11,01
103,50,50,11,01
104,52,50,11,01
105,50,50,10,01
106,49,50,09,01
107,50,49,09,01
108,49,49,09,01
109,48,49,09,01
110,49,49,09,01
111,48,49,09,01
112,49,49,09,01
113,49,50,07,01
114,51,50,07,01
115,52,50,07,01
116,52,50,07,01
117,45,50,08,01
118,46,49,08,01
119,48,49,08,01
120,48,49,08,01
121,47,49,08,01
122,51,49,08,01
123,50,49,08,01
124,48,49,08,01
125,50,49,08,01
126,49,49,08,01
127,50,49,08,01
128,50,49,06,01
129,50,49,06,01
130,50,49,06,01
131,50,49,06,01
132,50,49,06,01
133,49,49,06,01
134,50,49,06,01
135,50,49,06,01
136,50,49,06,01
137,49,49,06,01
138,49,49,06,01
139,49,49,06,01
140,49,49,06,01
141,49,49,06,01
142,49,49,06,01
143,49,49,06,01
144,49,49,05,01
145,51,49,05,01
146,66,50,14,01
147,90,51,36,01
148,99,53,54,01
149,72,54,56,01
150,42,53,57,01
151,35,53,58,01
152,33,52,61,01
153,27,52,64,01
154,16,51,71,01
155,04,49,81,01
156,00,47,91,01
157,07,46,97,01
158,25,45,99,01
159,41,45,99,01
160,48,45,98,01
161,49,45,98,01
162,49,45,98,01
163,50,45,98,01
164,50,45,98,01
165,50,45,99,00
166,50,45,99,00
167,50,45,99,00
168,50,45,99,00
169,50,45,99,00
170,50,45,99,00
171,50,45,99,00
172,50,45,99,00
173,50,45,99,00
174,50,45,99,00
175,50,45,99,00
